,Unnamed: 0,person_id,gt_poi,start,end,x_centroid,y_centroid,gt_labeling,dur
269,133,67_1,DN2,2021-12-13 10:29:22.024,2021-12-13 10:30:01.942,20.716831147917706,12.01411028682162,15,39.918
270,134,67_1,DN1,2021-12-13 10:30:05.013,2021-12-13 10:30:44.931,18.561900983381253,11.958646465929045,16,39.918
271,135,67_1,AN3,2021-12-13 10:31:01.106,2021-12-13 10:31:14.995,5.515021018163087,11.748036652265338,17,13.889
274,138,67_1,BN3,2021-12-13 10:31:59.091,2021-12-13 10:32:16.908,5.625093388586135,8.387711020075301,20,17.817
277,141,67_1,BS2,2021-12-13 10:32:46.080,2021-12-13 10:33:10.966,5.0901851177733,6.469522934734567,23,24.886
278,142,67_1,CN2,2021-12-13 10:33:15.072,2021-12-13 10:34:04.953,5.0795211696414855,4.176042856197338,24,49.881
279,143,67_1,CN1,2021-12-13 10:34:12.058,2021-12-13 10:34:22.948,2.5568363549329565,4.372723356288885,25,10.89
280,144,67_1,CS1,2021-12-13 10:34:29.054,2021-12-13 10:35:16.935,3.5570366521686503,2.716192597688471,26,47.881
282,146,67_1,CS1,2021-12-13 10:35:22.041,2021-12-13 10:36:43.913,3.681006534270781,2.7232239354737398,28,81.872
283,147,67_1,CS2,2021-12-13 10:36:47.019,2021-12-13 10:37:06.907,5.017602761645095,2.41650782149298,29,19.888
284,148,67_1,CS3,2021-12-13 10:37:08.014,2021-12-13 10:37:44.898,5.640810548132824,2.7407413335666315,30,36.884
285,149,67_1,CN1,2021-12-13 10:38:00.001,2021-12-13 10:38:36.992,2.710624359739007,4.511568636363792,31,36.991
286,150,67_1,CN2,2021-12-13 10:38:38.063,2021-12-13 10:39:13.983,4.7134965777436415,4.304540900980731,32,35.92
287,416,67_2,*,2021-12-13 11:19:13.833,2021-12-13 11:19:28.972,9.432748247790856,10.3689060680439,1,15.139
290,311,67_2,AN1,2021-12-13 11:19:57.143,2021-12-13 11:20:10.961,2.64249719203273,12.067989235100445,4,13.818
291,312,67_2,AS1,2021-12-13 11:20:17.067,2021-12-13 11:20:43.953,3.361860446109754,10.568604360247807,5,26.886
293,314,67_2,BS2,2021-12-13 11:21:01.056,2021-12-13 11:21:42.938,4.1148246520700935,6.558597998548158,7,41.882
295,316,67_2,CN2,2021-12-13 11:22:00.041,2021-12-13 11:22:28.927,5.652677101798769,4.39160884398547,9,28.886
298,319,67_2,FN2,2021-12-13 11:23:13.023,2021-12-13 11:24:02.903,19.714080990621103,4.28414237054401,12,49.88
299,320,67_2,FS3,2021-12-13 11:24:14.007,2021-12-13 11:24:57.996,20.651275525083918,2.603237218386326,13,43.989
300,321,67_2,FS2,2021-12-13 11:25:01.067,2021-12-13 11:25:14.992,19.151808022376837,2.4676186146009957,14,13.925
301,322,67_2,FS1,2021-12-13 11:25:16.063,2021-12-13 11:25:38.986,18.67328415960564,2.632882394985692,15,22.923
302,323,67_2,FN3,2021-12-13 11:25:48.055,2021-12-13 11:26:18.976,21.90760866533234,4.596959273474335,16,30.921
303,324,67_2,ES3,2021-12-13 11:26:21.047,2021-12-13 11:27:28.959,21.41987725173312,6.415959210266528,17,67.912
305,326,67_2,ES1,2021-12-13 11:27:39.028,2021-12-13 11:27:57.951,18.80959541661037,6.158363969643037,19,18.923
306,327,67_2,ES3,2021-12-13 11:28:04.021,2021-12-13 11:28:31.943,21.285516371900663,6.070570044570572,20,27.922
310,331,67_2,DS4,2021-12-13 11:29:05.006,2021-12-13 11:29:17.931,21.45893206087889,10.625954736539525,24,12.925
311,332,67_2,DS3,2021-12-13 11:29:20.002,2021-12-13 11:29:54.994,19.94251183067048,10.264444814502804,25,34.992
313,334,67_2,DS1,2021-12-13 11:30:01.064,2021-12-13 11:30:12.918,18.13709268800772,10.138892244828272,27,11.854
314,335,67_2,DS3,2021-12-13 11:30:16.060,2021-12-13 11:31:24.971,19.446407980724285,10.20719285798463,28,68.911
317,338,67_2,AN3,2021-12-13 11:32:09.139,2021-12-13 11:32:51.949,5.2538085508242975,12.025356630973022,31,42.81
318,339,67_2,AN2,2021-12-13 11:32:53.021,2021-12-13 11:33:08.945,4.349612000496608,12.13878358306007,32,15.924
319,340,67_2,BN3,2021-12-13 11:33:18.014,2021-12-13 11:33:31.939,5.71620198203213,8.510693687268493,33,13.925
320,341,67_2,BN2,2021-12-13 11:33:35.010,2021-12-13 11:34:39.994,4.344240070159139,8.101969598640343,34,64.984
321,391,68_1,*,2021-12-13 10:23:36.224,2021-12-13 10:24:31.960,8.981177420897444,8.937595209078726,1,55.736
323,152,68_1,BN2,2021-12-13 10:24:50.027,2021-12-13 10:25:17.842,4.202665228022224,7.954680957381429,3,27.815
328,154,68_1,BS1,2021-12-13 10:26:19.005,2021-12-13 10:26:29.074,2.8244241691410155,6.205440140731584,8,10.069
329,155,68_1,BS2,2021-12-13 10:26:33.002,2021-12-13 10:27:28.988,4.28786688350801,6.456193649414839,9,55.986
330,156,68_1,CN2,2021-12-13 10:27:32.058,2021-12-13 10:27:53.981,5.724122521600838,5.206279654459656,10,21.923
332,158,68_1,CS2,2021-12-13 10:28:09.049,2021-12-13 10:29:30.957,3.6809719469787,2.9178717799006626,12,81.908
333,159,68_1,FS1,2021-12-13 10:29:51.023,2021-12-13 10:30:01.949,17.727216266929837,2.3502104802132995,13,10.926
334,160,68_1,AS2,2021-12-13 10:30:17.017,2021-12-13 10:30:30.942,4.677166749142921,10.19978761786859,14,13.925
335,161,68_1,AS1,2021-12-13 10:30:35.012,2021-12-13 10:31:23.929,2.630530053540498,10.908436354484634,15,48.917
337,163,68_1,AN2,2021-12-13 10:31:40.103,2021-12-13 10:31:50.993,3.558813915501384,12.05066678665054,17,10.89
338,164,68_1,AN3,2021-12-13 10:31:54.100,2021-12-13 10:33:28.969,5.629807753712717,11.693558562268146,18,94.869
342,168,68_1,DN2,2021-12-13 10:34:24.062,2021-12-13 10:34:48.949,20.276145658820777,12.045498144354388,22,24.887
345,171,68_1,EN3,2021-12-13 10:35:13.050,2021-12-13 10:35:23.119,20.32995816875218,8.091696800219587,25,10.069
346,172,68_1,EN2,2021-12-13 10:35:26.047,2021-12-13 10:36:16.927,19.57849355634628,7.928614033151351,26,50.88
348,174,68_1,EN1,2021-12-13 10:36:31.031,2021-12-13 10:36:56.917,18.340313668901317,7.901299555430395,28,25.886
349,175,68_1,ES3,2021-12-13 10:37:07.022,2021-12-13 10:37:33.908,20.939278502627907,6.35248998641404,29,26.886
351,177,68_1,FS3,2021-12-13 10:37:51.011,2021-12-13 10:38:06.899,20.14964315575896,2.480436080410494,31,15.888
356,417,68_2,*,2021-12-13 11:19:13.840,2021-12-13 11:19:30.978,15.280345642583685,7.211357075374246,1,17.138
358,343,68_2,EN2,2021-12-13 11:19:49.081,2021-12-13 11:20:01.971,19.31767840372429,7.780082279908704,3,12.89
360,345,68_2,ES3,2021-12-13 11:20:22.073,2021-12-13 11:20:53.958,20.55518730414256,6.031543364889036,5,31.885
361,346,68_2,ES2,2021-12-13 11:20:55.064,2021-12-13 11:21:29.949,18.72196553367952,6.221878611534193,6,34.885
362,347,68_2,FN1,2021-12-13 11:21:34.055,2021-12-13 11:21:47.944,18.775535086222053,4.366036035931667,7,13.889
363,348,68_2,FN2,2021-12-13 11:21:50.051,2021-12-13 11:22:35.932,20.292557370851235,4.092854397458353,8,45.881
364,349,68_2,FN3,2021-12-13 11:22:40.038,2021-12-13 11:22:54.927,21.63161583296824,4.160488963708874,9,14.889
365,350,68_2,FS3,2021-12-13 11:23:04.032,2021-12-13 11:23:25.920,21.474136392687058,2.3292192323872483,10,21.888
366,351,68_2,FS2,2021-12-13 11:23:35.024,2021-12-13 11:23:46.914,18.557064510963,2.581525112786104,11,11.89
367,352,68_2,FS1,2021-12-13 11:23:48.021,2021-12-13 11:24:23.905,18.15561338398459,2.6957597520380894,12,35.884
368,353,68_2,DS1,2021-12-13 11:24:39.008,2021-12-13 11:24:49.077,18.09468005129799,9.250009839543134,13,10.069
370,355,68_2,DS4,2021-12-13 11:25:07.001,2021-12-13 11:25:50.990,21.16257198428396,10.23307359221584,15,43.989
371,356,68_2,AS2,2021-12-13 11:26:13.056,2021-12-13 11:26:33.123,4.054155665910307,10.521029205386258,16,20.067
372,357,68_2,AS1,2021-12-13 11:26:34.872,2021-12-13 11:27:30.965,2.8819262848635465,11.224726204675404,17,56.093
373,358,68_2,AN3,2021-12-13 11:27:42.034,2021-12-13 11:28:52.945,5.191441640165444,11.859093417438292,18,70.911
374,359,68_2,AN2,2021-12-13 11:28:56.016,2021-12-13 11:30:16.995,3.720863954403212,12.211575332204076,19,80.979
377,362,68_2,BS1,2021-12-13 11:30:50.058,2021-12-13 11:31:11.982,3.3390923553008784,6.048917528658501,22,21.924
378,363,68_2,BS2,2021-12-13 11:31:14.052,2021-12-13 11:31:29.977,4.393789352850986,6.308708026352519,23,15.925
379,364,68_2,CN2,2021-12-13 11:31:36.047,2021-12-13 11:31:51.972,5.291656225854228,4.357311391922635,24,15.925
380,365,68_2,CN1,2021-12-13 11:32:02.040,2021-12-13 11:33:28.947,2.3689880296850694,4.772625568128859,25,86.907
381,366,68_2,CS1,2021-12-13 11:33:38.016,2021-12-13 11:34:30.932,3.662485276768644,2.353540302282871,26,52.916
382,396,80_1,*,2021-12-13 10:23:36.231,2021-12-13 10:24:30.968,15.562065207213005,8.57522794511284,1,54.737
383,181,80_1,DS3,2021-12-13 10:24:39.037,2021-12-13 10:24:49.106,21.49021240108746,10.172958579442108,2,10.069
384,182,80_1,DS2,2021-12-13 10:24:52.034,2021-12-13 10:25:23.955,19.63291010867804,9.697152644918477,3,31.921
385,183,80_1,DS1,2021-12-13 10:25:26.025,2021-12-13 10:26:00.945,18.6571142486522,10.618717151959608,4,34.92
387,185,80_1,DN2,2021-12-13 10:26:18.012,2021-12-13 10:27:34.993,20.176214849472984,12.302416704560072,6,76.981
388,186,80_1,ES3,2021-12-13 10:27:49.061,2021-12-13 10:28:38.977,20.70929858271637,6.219716513546785,7,49.916
389,187,80_1,FN2,2021-12-13 10:28:45.154,2021-12-13 10:29:50.959,19.205537188513595,4.350772087909827,8,65.805
390,188,80_1,FN1,2021-12-13 10:29:53.030,2021-12-13 10:30:06.955,18.63441199406751,4.3456612706156665,9,13.925
391,189,80_1,FN3,2021-12-13 10:30:09.026,2021-12-13 10:30:38.947,21.224464668598404,4.410423567239786,10,29.921
392,190,80_1,FS3,2021-12-13 10:30:47.017,2021-12-13 10:31:11.939,20.93584971260741,2.3232512028209924,11,24.922
393,191,80_1,FS2,2021-12-13 10:31:14.010,2021-12-13 10:32:18.994,19.764746829137103,2.3819275259057653,12,64.984
394,192,80_1,FS1,2021-12-13 10:32:21.100,2021-12-13 10:32:50.986,18.181259078784468,2.7007376787821364,13,29.886
396,193,80_1,AS2,2021-12-13 10:33:31.083,2021-12-13 10:33:51.970,5.320074844775,10.30649196124967,15,20.887
397,194,80_1,AN3,2021-12-13 10:33:56.076,2021-12-13 10:34:32.960,5.586349690465813,11.681998520279665,16,36.884
398,195,80_1,AN2,2021-12-13 10:34:38.066,2021-12-13 10:35:17.949,3.4909820426763285,12.172556946495485,17,39.883
401,198,80_1,BN3,2021-12-13 10:35:43.050,2021-12-13 10:36:43.927,5.290220185840658,8.488026625740797,20,60.877
403,200,80_1,BN1,2021-12-13 10:36:55.032,2021-12-13 10:37:47.911,2.734714235060209,8.209604023692439,22,52.879
404,201,80_1,BN2,2021-12-13 10:37:50.018,2021-12-13 10:38:06.907,3.09799798235508,8.074216447248189,23,16.889
405,202,80_1,BS1,2021-12-13 10:38:14.012,2021-12-13 10:38:32.900,2.8333318608416724,6.243972921999445,24,18.888
406,203,80_1,BS2,2021-12-13 10:38:39.006,2021-12-13 10:39:13.997,4.8242535255009535,6.383543537563704,25,34.991
407,418,80_2,*,2021-12-13 11:19:15.097,2021-12-13 11:19:28.986,13.029577232501287,5.077178026642264,1,13.889
408,367,80_2,CS3,2021-12-13 11:19:44.089,2021-12-13 11:20:21.973,5.688219672755586,2.702042654755802,2,37.884
409,368,80_2,CS2,2021-12-13 11:20:22.080,2021-12-13 11:20:32.149,5.073749618348237,2.1211411276237047,3,10.069
410,369,80_2,CS1,2021-12-13 11:20:35.077,2021-12-13 11:24:35.909,3.807240543384304,2.5653209630205933,4,240.832
411,370,80_2,CN1,2021-12-13 11:24:40.015,2021-12-13 11:26:54.982,3.2571147621706804,4.539808550885902,5,134.967
412,371,80_2,CN2,2021-12-13 11:26:57.052,2021-12-13 11:28:23.959,5.4568849403950415,4.319179742641504,6,86.907
413,372,80_2,BS2,2021-12-13 11:28:28.030,2021-12-13 11:29:21.945,5.148023405413344,6.377443361683973,7,53.915
414,373,80_2,BS1,2021-12-13 11:29:25.087,2021-12-13 11:29:55.936,3.5701698570051468,6.4763957823343095,8,30.849
415,374,80_2,EN1,2021-12-13 11:30:16.003,2021-12-13 11:30:29.999,18.692162643694527,7.91428624654234,9,13.996
416,375,80_2,EN2,2021-12-13 11:30:35.069,2021-12-13 11:30:57.992,19.524784670172508,8.204129970365337,10,22.923
417,376,80_2,EN3,2021-12-13 11:31:01.063,2021-12-13 11:31:19.987,20.33090416225877,8.212916813305414,11,18.924
418,377,80_2,EN4,2021-12-13 11:31:24.057,2021-12-13 11:33:58.947,21.36880417486561,8.303639496793433,12,154.89
419,419,80_2,*,2021-12-13 11:33:59.018,2021-12-13 11:34:28.939,22.47870457220066,7.043573715167609,13,29.921
